budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000,Drama,,380,"individual, mentally disabled, autism, loss of father, yuppie, car dealer, egocentrism, travel, convertible, psychiatrist, duringcreditsstinger, savant",en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,49.510658,"United Artists, Star Partners II Ltd.",United States of America,1988-12-11,412800000,133.0,"Italiano, English",Released,A journey through understanding and fellowship.,Rain Man,7.6,1709
33000000,Drama,http://www.thegrantorino.com/,13223,"rape, war veteran, immigration, priest, gang, old man, teenager, gangster, detroit, widower, car, hmong",en,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",50.7453,"Village Roadshow Pictures, Malpaso Productions, Gerber Pictures, Warner Bros., Double Nickel Entertainment, Matten Productions, WV Films IV","United States of America, Germany",2008-12-09,269958228,116.0,English,Released,Ever come across somebody you shouldn't have messed with?,Gran Torino,7.8,3086
25100000,"Drama, History",http://www.wthefilm.com,10523,"usa, white house, usa president, george w. bush, president, iraq war",en,W.,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",10.445391,"Ixtlan Productions, Emperor Motion Pictures, Global Entertainment Group",United States of America,2008-10-17,29506464,131.0,"Español, English",Released,A life misunderestimated.,W.,6.1,143
25000000,"Action, Thriller",,8681,"paris, kidnapping, human trafficking, rescue, prostitution, albanian, missing daughter, ex cia agent",en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",80.879032,"Twentieth Century Fox Film Corporation, M6 Films, Canal+, TPS Star, Grive Productions, EuropaCorp, M6, Wintergreen Productions, All Pictures Media","France, United Kingdom, United States of America",2008-02-18,226830568,93.0,"English, Français, العربية, shqip",Released,They took his daughter.  He'll take their lives.,Taken,7.2,4369
26000000,"Drama, Romance",,239571,high school sweetheart,en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,33.93914,Relativity Media,United States of America,2014-10-16,35926213,117.0,English,Released,You never forget your first love.,The Best of Me,7.2,765
25000000,"Thriller, Action, Drama, Music, Romance",,619,"sister sister relationship, anonymous letter, diva, bodyguard, oscar award, los angeles",en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",26.576385,"Tig Productions, Warner Bros., Kasdan Pictures",United States of America,1992-11-25,411006740,129.0,English,Released,Never let her out of your sight. Never let your guard down. Never fall in love.,The Bodyguard,6.1,661
22000000,"Drama, History, War",http://www.schindlerslist.com/,424,"factory, concentration camp, hero, holocaust, world war ii, nazis, defense industry, biography, the holocaust",en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,104.469351,"Universal Pictures, Amblin Entertainment",United States of America,1993-11-29,321365567,195.0,"Deutsch, Polski, עִבְרִית, English",Released,"Whoever saves one life, saves the world entire.",Schindler's List,8.3,4329
25000000,Drama,http://thehelpmovie.com/#/splash,50014,"mississippi, based on novel, exploitation, racial segregation, racism, writer, maid, moral courage, ressentiment, southern belle, racial issues, 1960s, newspaper columnist",en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",42.191509,"DreamWorks SKG, 1492 Pictures, Participant Productions, Imagenation Abu Dhabi FZ, Reliance Entertainment, Touchstone Pictures","India, United Arab Emirates, United States of America",2011-08-09,124272124,146.0,English,Released,Change begins with a whisper.,The Help,7.8,1910
28000000,"Drama, Thriller",,162903,"journalist, biography, internet, information leak, activist",en,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",20.267062,"DreamWorks SKG, Participant Media, Reliance Entertainment, Touchstone Pictures, Anonymous Content","Belgium, United States of America",2013-10-11,8555008,128.0,English,Released,You can't expose the world's secrets without exposing yourself,The Fifth Estate,5.7,364
0,"Mystery, Fantasy, Adventure, Comedy",,11024,"detective, monster, engine, based on tv series, dog",en,Scooby-Doo 2: Monsters Unleashed,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",22.644275,"Mosaic Media Group, Warner Bros.",United States of America,2004-03-24,181466833,93.0,English,Released,They came. They saw. They ran.,Scooby-Doo 2: Monsters Unleashed,5.4,500
26000000,"Thriller, Adventure, Mystery, Fantasy",,208763,"monster, mystic, church, demon, witchcraft, science, dark fantasy, 3d",ru,Viy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",7.182761,"Universal Pictures, Ankor-Film","Czech Republic, Russia, Ukraine",2014-01-30,0,127.0,"English, Pусский",Released,The truth is in you,Forbidden Kingdom,4.9,71
30000000,Horror,,6466,"murder, marijuana, teenager, bad dream",en,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",26.69592,"New Line Cinema, Cecchi Gori Group Tiger Cinematografica, Avery Pix, Sean S. Cunningham Films, Crystal Lake Entertainment, WTC Productions, Yannix Technology Corporation","Canada, Italy, United States of America",2003-08-15,114908830,97.0,English,Released,Evil Will Battle Evil,Freddy vs. Jason,5.8,594
0,"Thriller, Drama",,254024,murder investigation,en,The Face of an Angel,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,7.336256,"Revolution Films, BBC Films, Cattleya, Vedette Finance, Multitrade, Ypsilon Films","Italy, Spain, United Kingdom",2014-09-06,0,100.0,"English, Français",Released,"Forget the truth, find the story.",The Face of an Angel,4.7,64
25000000,"Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction",,12589,"showdown, gi, villain, genius, alien, rescue, miniaturization, robot, battle, laser gun, spear, boy genius",en,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",12.739721,"Nickelodeon Movies, Universal Cartoon Studios, Paramount Animation",United States of America,2001-12-21,80936232,83.0,English,Released,"He may be small, but he's got a big brain!",Jimmy Neutron: Boy Genius,5.6,231
25000000,"Action, Thriller, Science Fiction",http://www.cloverfieldmovie.com/,7191,"helicopter, monster, skyscraper, fight, camcorder, panic, chaos, supernatural, quarantine, friends, alien, rescue, survival, disaster, escape, giant monster, kaiju, military, found footage, aftercreditsstinger",en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",46.942396,"Paramount Pictures, Bad Robot",United States of America,2008-01-15,170764026,85.0,"Pусский, English",Released,Some Thing Has Found Us,Cloverfield,6.4,2251
25000000,"Science Fiction, Adventure, Action, Comedy, Family",,1497,"crime fighter, fight, mutant, turtle, ninja, reporter, new york city",en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",15.505137,"New Line Cinema, Golden Harvest Company","Hong Kong, United States of America",1991-03-22,78000000,88.0,English,Released,"Cowabunga, it's the new turtle movie.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286
25000000,"Crime, Drama, History, Thriller",,117,"white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving, 1930s",en,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",38.272889,Paramount Pictures,United States of America,1987-06-02,76270454,119.0,English,Released,What are you prepared to do?,The Untouchables,7.6,1384
25000000,"Crime, Drama, Thriller",,6977,"texas, drug traffic, hitman, united states–mexico barrier, suspense",en,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",53.645267,"Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions",United States of America,2007-11-08,171600000,122.0,"English, Español",Released,There are no clean getaways.,No Country for Old Men,7.7,3003
25000000,"Action, Comedy",,168530,"police operation, police officer, brother-in-law brother-in-law relationship, duringcreditsstinger, black men",en,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",28.468,"Universal Pictures, Rainforest Films, Cube Vision, Relativity Media",United States of America,2014-01-07,153997819,99.0,English,Released,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
25000000,"Comedy, Romance, Drama",,634,"holiday, london england, england, alcohol, sex, lovesickness, telecaster, birthday, christmas party, news broadcast, sexual frustration, diary, cigarette, daughter, mother daughter relationship, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director, christmas",en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",35.310712,"Miramax Films, Universal Pictures, Studio Canal, Working Title Films, Little Bird","France, Ireland, United Kingdom, United States of America",2001-04-13,281929795,97.0,English,Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,6.5,1356
25000000,"Comedy, Drama, Romance",,392,"chocolate, mayor, praline, single, mother daughter relationship",en,Chocolat,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",28.727731,"Miramax Films, David Brown Productions, Fat Free","United Kingdom, United States of America",2000-12-14,152500343,121.0,"English, Français",Released,...and the world is still indulging!,Chocolat,6.8,951
45000000,Comedy,,10327,"washington d.c., boston, chambers of a barrister, tierversuch, lawyer",en,"Legally Blonde 2: Red, White & Blonde","After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",4.340616,"Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,2003-07-02,124914842,95.0,English,Released,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",5.1,377
25000000,"Comedy, Romance",http://www.nostringsattachedmovie.com/,41630,"father son relationship, casual meeting, student of medicine, friends, valentine, male female relationship, open relationship, sexual humor, best friend, casual sex, best friends in love, duringcreditsstinger, fling, father son conflict, friends with benefit",en,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",38.688822,"Katalyst Films, The Montecito Picture Company, Handsomecharlie Films",United States of America,2011-01-21,147780440,107.0,English,Released,Friendship has its benefits.,No Strings Attached,6.1,1331
25000000,"Action, Adventure, Drama, History, Western",,11969,"retirement, wyatt earp, right and justice, historical figure",en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",30.537845,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,1993-12-25,56505065,130.0,"English, Latin, Español",Released,Justice is coming.,Tombstone,7.4,626
25000000,"Action, Crime, Thriller",,2085,"martial arts, hip-hop, oakland, asian, asian man, asian lead",en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",19.750059,"Silver Pictures, Warner Bros.",United States of America,2000-03-20,91036760,115.0,"English, 普通话",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,330
2800000,"Horror, Thriller",,794,"monk, prophecy, ambassador, nanny, rottweiler, devil's son, revelation, aggression by animal, photography, paranormal phenomena, cowardliness, archaeologist",en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",25.939385,"Twentieth Century Fox Film Corporation, Mace Neufeld Productions","United Kingdom, United States of America",1976-06-06,60922980,111.0,"English, Italiano, Latin",Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,7.2,476
25000000,"Horror, Mystery",,9286,"beheading, dying and death, stroke of fate",en,Final Destination 3,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",31.64341,"New Line Cinema, Zide-Perry Productions, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, Hard Eight Pictures, Matinee Pictures, Practical Pictures","Canada, Germany, United States of America",2006-02-10,117719158,93.0,English,Released,This Ride Will Be The Death Of You.,Final Destination 3,5.8,974
25000000,"Drama, Romance",http://theluckyonemovie.warnerbros.com/,77877,"based on novel, wife husband relationship, photo, kennel, playing chess, bomb explosion, iraq veteran",en,The Lucky One,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",26.811541,"Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Langley Park Production",United States of America,2012-04-19,99357138,101.0,English,Released,,The Lucky One,6.8,946
60000000,"Adventure, Drama, Family",http://disney.go.com/disneyvideos/liveaction/bridgetoterabithia/,1265,"brother sister relationship, friendship, bullying, neighbor, school, drawing, based on children's book, school bus, imagination, creek, clubhouse, reality vs fantasy, outsider, fantasy world, overflowing with imagination",en,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",40.646102,"Walden Media, Hal Lieberman Company, Lauren Levine Productions Inc.",United States of America,2007-02-16,137587063,96.0,English,Released,"Close your eyes, but keep your mind wide open.",Bridge to Terabithia,7.0,1113
25000000,Drama,,866,"london england, scotland, parents kids relationship, becoming an adult, fantasy, mother role, childhood memory, success, widow, theatre play, stroke of fate, costume, peter pan, theatre group, adventure, loss of husband, marriage crisis, theatre milieu, friendship, faith, single, mother daughter relationship, author, pirate, illness, spectacle, child",en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,34.160448,"Miramax Films, Film Colony","United Kingdom, United States of America",2004-10-17,116766556,106.0,English,Released,Where will your imagination take you?,Finding Neverland,7.2,1223
0,"Comedy, Drama",http://www.amadeachristmasmovie.com,175555,christmas,en,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,5.377155,Lions Gate,United States of America,2013-12-13,0,100.0,English,Released,This Little Fool Thinks She's Getting A Damn Pony,A Madea Christmas,7.0,35
25000000,"Action, Drama, Thriller",http://www.thegreythemovie.com/,75174,"alcohol, isolation, wolf, wilderness, forest, stranded, alaska, survival, airplane crash, fear, howling, death, animal killing, freezing, animal attack, campfire, male camaraderie, gun in mouth, aftercreditsstinger, bar fight, eaten alive, eaten by animal",en,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,"Scott Free Productions, 1984 Private Defense Contractors, LD Entertainment, Open Road Films, Inferno Distribution, Chambara Pictures","Canada, United States of America",2012-01-26,77278331,117.0,English,Released,Live or Die on This Day,The Grey,6.4,1451
25000000,"Horror, Mystery, Thriller",,11096,"house, imaginary friend, suspense, loss of wife",en,Hide and Seek,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",18.228538,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion",United States of America,2005-01-27,122644820,101.0,English,Released,"Come out, come out, whatever you are.",Hide and Seek,6.1,440
26000000,Comedy,,8699,"journalism, sexism, ladder, panda, tv show in film, mustache, misogynist, newsroom, teleprompter, gang warfare, aftercreditsstinger, duringcreditsstinger, news spoof",en,Anchorman: The Legend of Ron Burgundy,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",29.342744,Apatow Productions,United States of America,2004-07-09,90574188,94.0,English,Released,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,6.7,1493
25000000,"Drama, Crime",http://www.warnerbros.com/goodfellas,769,"prison, based on novel, florida, 1970s, mass murder, irish-american, drug traffic, biography, based on true story, murder, organized crime, gore, mafia, gangster, new york city, extreme violence, violence, brooklyn new york city, crime epic, tampa",en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",63.654244,Winkler Films,United States of America,1990-09-12,46836394,145.0,"Italiano, English",Released,Three Decades of Life in the Mafia.,GoodFellas,8.2,3128
28000000,Action,,10923,"spy, cia, killer robot, delinquent, teen spy",en,Agent Cody Banks,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",11.859396,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment","Canada, United States of America",2003-03-14,58795814,102.0,English,Released,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284
25000000,"Fantasy, Comedy, Family",,11283,"loss of mother, nanny, education, wizardry, children, single father",en,Nanny McPhee,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",24.356483,"Universal Pictures, Three Strange Angels, Studio Canal, Metro-Goldwyn-Mayer (MGM), Working Title Films, Nanny McPhee Productions","France, United Kingdom, United States of America",2005-10-21,122489822,97.0,English,Released,You'll Learn To Love Her. Warts And All.,Nanny McPhee,6.4,711
25000000,"Action, Crime, Drama, Thriller",,111,"miami, corruption, capitalism, cuba, prohibition, brother sister relationship, loss of sister, cocaine, cult film, bitterness",en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",70.105981,Universal Pictures,United States of America,1983-12-08,65884703,170.0,"English, Español",Released,The world is yours...,Scarface,8.0,2948
25000000,"Action, Adventure, Comedy",,11676,"rap music, infidelity, security camera, loss, crook, sociopath, revenge, artifact, f word, racism, criminal, on the road, desert, security guard, shoplifting, screwball, reckless driving, road movie, buddy comedy, unlikely friendship, carjacker, advertising executive, suv, aftercreditsstinger",en,Nothing to Lose,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",8.618208,Touchstone Pictures,United States of America,1997-07-18,0,97.0,English,Released,"When the odds are against you, sometimes the only bet is yourself.",Nothing to Lose,6.3,174
23000000,"Drama, History",,746,"buddhism, japan, suicide, china, suicide attempt, war crimes, becoming an adult, isolation, war on drugs, revolution, emperor, arranged marriage, manchuria, dynasty, reeducation camp, cultural revolution, human experimentation, war, coup d'etat, teacher, beijing, decadence, communism",en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",21.189028,"Columbia Pictures, Hemdale Film Corporation, Recorded Pictures Company, Soprofilms, TAO Film, Yanco","France, China, United Kingdom, Italy",1987-10-21,43984230,163.0,"Český, English, 日本語, 普通话, Pусский",Released,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",The Last Emperor,7.4,355
25000000,"Thriller, Action, Drama, Crime",http://www.contrabandmovie.net,77866,"head wound, criminal, security guard, contraband",en,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",31.364901,"Universal Pictures, StudioCanal, Relativity Media, Leverage Management, Closest to the Hole Productions, Farraday Films, Leverage Entertainment, Working Title Films, Blueeyes Productions","United States of America, United Kingdom, France",2012-01-12,63100000,109.0,English,Released,What would you hide to protect your family?,Contraband,6.1,770
0,"Action, Adventure, Comedy",,9416,"prison, diamant, liberation of prisoners, transport of prisoners, interview, arrest",en,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",7.615653,New Line Cinema,United States of America,1997-08-22,0,97.0,English,Released,This ain't no buddy movie.,Money Talks,5.9,87
25000000,Drama,,7345,"brother brother relationship, deaf-mute, american dream, fanatic, pipeline, petrol, father, step father, oil, money, killer, alcoholic",en,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",37.817905,"Miramax Films, Ghoulardi Film Company, Paramount Vantage",United States of America,2007-12-28,77208711,158.0,English,Released,There Will Be Greed. There Will Be Vengeance.,There Will Be Blood,7.9,1537
35000000,"Animation, Adventure, Family",,14317,"sister sister relationship, safari, wildlife, baboon, chimpanzee, woman director",en,The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",5.784661,"Paramount Pictures, Nickelodeon Movies, Paramount Animation",United States of America,2002-12-20,0,85.0,"English, Italiano",Released,You don't need extraordinary powers to do extraordinary things.,The Wild Thornberrys Movie,5.8,44
0,"Animation, Family",,20694,kids and family,en,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",8.255708,"Nickelodeon Movies, Paramount Animation",United States of America,2003-06-13,0,84.0,English,Released,The Family Vacation Goes Overboard,Rugrats Go Wild,5.6,61
25000000,"Action, Comedy",,12277,"usa president, double life, policy and organisations, undercover, intelligence, partner, duringcreditsstinger",en,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",6.086083,Universal Pictures,United States of America,2002-05-31,41604473,86.0,English,Released,He's All Action,Undercover Brother,5.5,112
25000000,"Drama, Comedy",,9779,"holiday, female friendship, jeans, coming of age, teenage girl, summer, based on young adult novel",en,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",17.17372,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment",United States of America,2005-06-01,39053061,119.0,"English, ελληνικά, Español",Released,Laugh. Cry. Share the pants.,The Sisterhood of the Traveling Pants,6.3,386
